"";"Peso(kg)";"Talla(mts)";"tallasentado(cms)";"Pli.Biceps";"Pli.Tric";"Pli.Subesca";"Pli.Crestailiaca";"pli.Supraespinal";"Pli.Abd";"Pli.Muslo";"Pli.Pantorrilla";"Peri.Brazorelax";"Peri.Brazoflex";"Peri.Cintura";"Peri.Cadera";"Peri.Pantorrilla";"Diam.Humeral";"Diam.Femoral";"wells1";"wells2";"wells3";"Dina.der1";"Dina.Izq1";"Dina.der2";"Dina.Izq2";"SaltoH1";"SaltoH2";"20mtetros1";"20mtetros2";"Agilidad1";"Agilidad2";"Leger";"Sexo";"Estrato";"Edad"
"3114";32,8;1,414;72;5;12;8;13;8;14;14;9,5;20,6;21,6;54,4;72,5;27,3;5,9;8,4;-4;-3,5;-3,5;13;11;14;10;133;145;4,71;4,81;14,19;14,16;2;"femenino";4;12
"3115";42,5;1,475;76;11;20;14;25,5;17;27;21,5;18;23,6;24;64,2;81;29,2;5,8;8,6;-4;-4,5;-5,5;16;12;14;10;114;120;5,39;5,79;20,5;17,97;1;"femenino";3;11
"3116";42,3;1,507;79;9;13;10;18;14;25;14;16;21,6;21,9;60,4;83;30,9;5,8;8,2;-1,5;3;1,5;16;16;16;14;118;118;5,15;5,32;14,4;13,81;2,5;"femenino";2;11
"3117";28,7;1,472;72,5;3;6;5;8;4;5;9;7;17;19;55,7;67,8;26,1;5,4;8,2;1;1;2;22;18;16;18;162;170;4,22;4,63;13,5;13,75;5,5;"masculino";3;12
"3118";35,1;1,485;74,1;7;11;6;10;5;10;14;8;18,6;20,4;59,9;74;27,6;5,8;7,9;-12;-11;-11;14;12;12;12;110;105;4,72;4,78;13,37;13,5;4;"masculino";2;13
"3119";63,8;1,559;80,6;12;23;26;28;31;44;25;21;30,2;31,9;78,5;96,2;37,1;6,5;9,6;-10;-10,5;-11;24;20;18;18;134;138;4,66;4,62;13,1;12,47;1,5;"masculino";3;12
"3120";29;1,43;71,6;3;9;5;8;6;8;13;9;18;19;55,3;67,7;25;6,1;8;-3;4,5;4,5;14;10;11;10;113;124;5,19;4,78;15,1;14,25;2;"femenino";3;12
"3121";30,6;1,39;74,6;4;7;4;9;5;8;10;5;18,3;19,5;60;68,5;27,3;5,6;8,3;-4;-3,5;-5,5;12;12;10;9;154;162;4,43;4,38;13,28;13;6;"masculino";3;12
"3122";39,1;1,51;78;6;11;8;15;7;15;18;10;22;23;64;78,8;29;6,3;8,8;-11,5;-10,5;-13;18;17;16;14;135;133;4,54;4,58;14,87;13,16;2,5;"masculino";3;11
"3123";29,3;1,382;72,5;4,5;8;5,5;10,5;5;7;14;5;18,7;19;57,2;66;26,4;5,7;8;-12;-11;-11,5;14;14;12;11;138;146;3,73;4,37;13,53;12,94;2;"masculino";3;NA
"3124";38,6;1,422;76,5;8;12;9;21;14;19;25;12;23,3;23,5;62,5;77,5;28,9;5,9;8,6;-6;-3;-4;14;12;10;16;155;169;4,26;4,21;13,9;13,4;2;"masculino";3;11
"3125";23,4;1,264;71;3;6,5;4,5;5;4;5,5;9;4,5;17;19,8;54,7;63;23,8;5,3;7,9;-11;-10;-9,5;13;12;12;8;100;99;4,65;4,64;13,9;13,28;1;"masculino";2;13
"3126";34;1,473;73;3,5;6,5;5;5,5;3,5;5;8;5,5;19,5;21,3;61,6;70;28;6;9;2,5;2;1,5;14;16;12;16;170;155;4,43;4,28;12,97;12,5;4;"masculino";3;12
"3127";34;1,464;75,5;3,5;5,5;5;6;4;4,5;11;7;19,8;21,5;58;70;27,2;6,4;9,1;-4;-3,5;-2,5;14;14;11;13;150;162;4,38;4,53;12,56;12,53;3,5;"masculino";3;11
"3128";37,5;1,488;65;6;9;9;14;10;14;27;11;20;21,3;60;76;29;6;8,5;-5,5;-3;-3,5;16;16;16;15;136;134;4,26;4,19;12,44;12,41;4;"masculino";5;12
"3129";47,5;1,547;82,3;9;17;12;21;15;19;26;19;24,5;25,2;66;85,5;30,5;6,2;8,9;8,5;10;12;16;11;16;11;137;131;4,58;4,88;14,97;15,09;1,5;"femenino";3;11
"3130";36,8;1,485;75,8;5;10;9;13;7;8;17;10;21,4;22,5;58,3;76;29;5,6;8;11,5;13,5;12;20;18;22;16;137;157;4,44;4,23;12,94;12,66;4;"femenino";2;11
"3131";33,2;1,434;74,5;4;8;7;10;6;7;10;8,5;20;21;55,5;71;27;5,7;8,9;-1;0;0,5;14;14;14;12;125;120;4,53;4,46;13,78;13,95;4;"masculino";3;11
"3132";50;1,529;80;8;13;12;30;16;19,5;16;13;23,3;24,5;73,6;84;34,5;6,5;9,8;6;6,5;8;24;27;23;26;132;157;4,05;4,03;12,77;11,84;4;"masculino";3;9
"3133";35;1,423;77,5;7;11;9;13;9;15;17;12;20,8;22;59,5;76;28,3;5,7;8,3;3,5;11;9;14;16;14;10;433;415;4,37;4,28;13,97;12,68;2,5;"masculino";3;11
"3134";34,9;1,363;71,5;7;13;9;16;12;21;14;11;21,5;22;68;72;27,5;5,5;8,6;3,5;3;4;16;14;12;12;155;162;4,66;4,44;12,54;12,64;2,5;"masculino";2;12
"3135";50,8;1,512;80;9;23;17;31;19;32;18;18;26;26,4;71;89;33,5;6,2;8,9;-10,5;-11,5;-10,5;22;18;18;18;134;148;4,33;4,97;12,25;12,2;1;"masculino";3;12
"3136";42;1,582;80,8;4;9;6;10;6;7;10,5;7;21;22;66;78,5;29,5;6,5;9,1;0;2;6;18;18;18;18;163;154;4,17;3,91;13,31;11,82;3;"masculino";3;12
"3137";40,9;1,501;77,6;9;13;8;14;10;14;16;11;23,3;24,5;62,9;77;29,3;6,3;9,1;1;1;2;18;14;16;14;143;156;4,9;4,91;14,28;13,63;2;"masculino";3;12
"3138";43;1,567;77;8;14;11;18;14;15;14;16,5;22;22,8;61,4;82;28,8;6,4;8,9;-11,5;-8,5;-10;18;20;18;16;137;123;5,06;5,16;14,38;14,46;1,5;"femenino";2;13
"3139";34,1;1,456;78,4;6;9;6;7;6;9;13;9;21,5;22,5;57,5;70;27,4;5,9;8,6;2;5;6;12;16;14;14;130;148;4,43;4,6;12,66;12,07;5;"masculino";2;10
"3140";32,8;1,38;68,3;4,5;9;6;11;5;9;10,5;8;21,2;23,5;59,5;71;27,7;5,9;8,1;-4;-4;-3,5;20;16;15;18;150;151;4,31;4,65;16,89;13,03;5;"masculino";3;12
"3141";41,4;1,54;81,2;6;12;9;9;8;12;13;10;22,2;22,8;57;81;30,4;6,1;8,8;10;11,5;11,5;12;12;12;12;157;159;4,72;4,69;13,41;13,35;4;"femenino";3;12
"3142";34,7;1,455;74,2;3,5;8;7;8;5;7;14;8;20,7;21,5;61;71,5;27,5;6;8,6;-1,5;0;2,5;15;19;16;16;175;166;4,31;4,28;11,59;11,81;6,5;"masculino";3;12
"3143";28,7;1,402;72,2;3,5;6;4;5;3;5;14;6,5;17;19;55,5;69;26,8;6;8,6;0;3;2,5;14;14;14;14;147;148;4,44;4,3;16,38;12,47;4;"masculino";3;13
"3144";71,2;1,652;83,2;12;17,5;16;27;21;40;27;22;30;31;87,5;95;36,1;6,5;9,7;-10;-6;-6,5;27;27;27;28;165;180;4,12;3,93;12,12;12,38;2,5;"masculino";3;13
"3145";44,5;1,615;77,2;5;9;6,5;12;6,5;11;17;8;20,6;21,7;64,5;77,5;31,1;6,3;9,4;1,5;3;3;18;25;22;24;139;140;3,87;3,5;11,82;12,1;6;"masculino";3;12
"3146";51,6;1,62;87,5;9;17;12;24;12;22;18;18;25;25,5;69,8;85;32,2;6,7;9,4;-9;-5;-3;20;20;28;20;156;165;4,19;4,19;11,38;11,02;5;"masculino";2;12
"3147";41,1;1,53;77;3;8;6,5;9;5;7;14;7,5;20,9;22,7;62;78;30,6;6;9,5;-7,5;-9;-9;20;18;18;16;129;144;3,59;3,5;12,15;12,03;6;"masculino";3;12
"3148";33,5;1,434;72;6;10;8;15;6,5;15,5;13;10;20;20;60;71;28;5,5;8,5;-7;-3;-7;16;12;12;12;136;149;3,88;4,85;12,41;11,9;5;"masculino";3;12
"3149";51,6;1,523;81;13;22;20;25;17;25;29;22;25,6;26;70,5;90;33,2;5,4;8;9,5;11;10;20;18;16;16;149;162;3,9;3,83;12,87;12,5;3,5;"femenino";3;13
"3150";67,4;1,65;84,3;12;23;22;35;25;27;35;27;28,5;27,5;75;99;39;6;9;14;14;13,5;23;28;22;22;142;143;4,17;4,23;12,03;12,32;1;"femenino";2;12
"3151";53,7;1,561;84,3;9;16;16;22;16;17;24;17;25,5;24,3;69,5;91;31,3;5,9;9;6,5;7;1;18;18;20;20;131;127;4,52;4,24;13,06;13,16;2;"femenino";4;13
"3152";42,6;1,46;77;8;20;14;15,5;13;26;19;15;24,2;24,2;62,5;82;31;5,6;8,2;2,5;4;8,5;16;18;14;17;146;165;4,43;4,74;15,75;13,06;2;"femenino";1;12
"3153";39,5;1,482;74,5;5;9;8;10;5;8,5;14,5;8;21,1;22;60,5;77;30,3;6,2;8,6;-7;-3,5;-2,5;18;18;18;18;135;151;4,66;4,6;14,93;13,87;3,5;"femenino";2;12
"3154";38,7;1,474;76;5;11;8;11;7;12;15;9;22;23;61;76;29;5,9;8,5;-4;-4,5;-4,5;16;12;11;14;134;147;4,26;4,41;15,37;12,44;4,5;"femenino";3;13
"3155";61,2;1,56;83;12;19;18;23;19;23;29;23;28,7;29,3;73,5;99,5;34,5;6;9,3;15;16;16,5;24;18;20;22;122;142;4,18;4,16;14,12;13,28;3;"femenino";2;13
"3156";37;1,418;72,9;8;12;9;16;9;19;16;8;20,3;21,3;68,1;76,1;29,8;5,5;8,5;-4,5;-3,5;-3,5;18;18;18;19;181;176;4,83;4,34;11,88;11,88;5,5;"masculino";2;12
"3157";48,7;1,574;77,5;7;16;13;24;14;20;21;18;24,3;24,5;67,3;85,6;32,1;6,5;8,6;-1;1;1,5;22;20;20;18;134;149;4,72;4,44;12,16;12,32;3,5;"masculino";2;12
"3158";44,4;1,421;74;12;17;11;19;15;20;19;16;24,6;25,9;63,6;82,5;33,7;6,5;9,3;2;2;3,5;21;20;18;16;127;142;4,43;4,56;12,56;13,41;2;"masculino";3;12
"3159";37,7;1,491;76,5;6;9;10;14;8;15;15;10;21,8;23;61,5;76;29,4;5,4;8,6;-7;-5;-3;10;14;9;14;161;160;4,01;3,91;13,38;11,78;5,5;"masculino";3;13
"3160";39,3;1,499;77,5;4;7;6;10;5;9;13;7;20,5;22;65;77;31;5,9;8,6;-12;-11;-10;14;14;18;12;166;180;3,66;3,33;12,16;11,28;7,5;"masculino";2;12
"3161";34,8;1,418;74,9;4;9;6;13;6;9;14;9;20;21,6;60;73;28,8;6,1;8,7;-7;-3,5;-1;18;16;18;16;169;183;4,32;4,14;13,19;15,88;1,5;"masculino";4;12
"3162";50;1,618;86,5;7;16;10;10;14;14;19,5;16;24,5;24,7;65;86,5;34;6,6;9,1;-15;-10;-7,5;24;24;22;24;145;144;4,26;4,21;13,6;12,59;2;"femenino";3;13
"3163";54,5;1,542;84;15;26;20;31;28;33;32;26,5;28,4;28,5;68,5;94,5;32,5;5,9;8,7;5,5;6;5,5;22;23;20;23;78;122;4,34;4,47;13,55;14,27;2;"femenino";4;13
"3164";61,7;1,65;85;8;16;15;23;16;21,5;14,5;12;26;27;72,8;96;36;6,8;10;7;7;8;24;20;22;22;143;151;4,95;4,18;12,47;13,76;2,5;"masculino";2;13
"3165";41,4;1,495;81;7;15;13;14;13;19;21;15;22;22,6;59,4;84,6;31,5;5,8;8,5;2;2,5;2;18;16;16;16;130;134;4,64;4,44;13,37;13,43;2;"femenino";4;13
"3166";52,7;1,506;80;14;21;18;30;20,5;32;20;21;27,5;27,4;75,3;87;35;6,5;9,3;-7;-5,5;-5;21;18;21;16;137;140;4,58;4,54;12,66;12,66;2;"masculino";2;12
"3167";58,2;1,552;81;12;26;28;30;25;31;27;24;27,5;26;82,5;97,5;32,5;6,1;9,2;-19;-19;-19;16;16;14;14;134;139;4,23;4,33;13,31;13,96;2;"masculino";3;13
"3168";46,6;1,625;83,5;9;14;11;24;20;23;20;12;22,5;23;69;82,5;30;6,6;9,7;-11,5;-13;-9;16;14;16;16;135;127;4,44;4,83;14,34;13,63;4;"masculino";3;12
"3169";42,6;1,445;72;13;20;18;29;21;31;24;18;24;24,3;69;79;31,3;5,6;8,8;-9,5;-7,5;-5,5;13;13;12;13;123;130;4,25;4,28;12,49;12,43;3;"masculino";3;NA
"3170";37,3;1,476;77;3;7;5;7;4;6;10;7;19,7;21,5;65,6;72;30,3;6,3;8,8;4;5,5;5;13;11;11;11;161;162;4,95;4,45;12,98;11,65;6,5;"masculino";4;12
"3171";45,9;1,581;83,5;3;10;7;13;9;9;12;7;22;24,5;65,5;82;31;6,5;9,6;5,5;3;4;20;23;24;24;192;198;3,83;4,97;11,56;10,67;4;"masculino";3;13
"3172";42,2;1,503;79;7;11;9;16;12;13;24;12;22,7;22,5;63,6;86,4;30,4;5,7;8,3;-1;2;5;16;14;16;12;160;164;4,4;4,03;13,06;12,37;2;"femenino";2;13
"3173";44,3;1,554;81,4;7;13;10,5;17;9;19;19;14;23,5;23,5;54;82,9;30,4;5,8;8,6;8;9;10;20;22;21;20;117;149;4,97;4,14;11,9;12,28;3,5;"femenino";3;14
"3174";35;1,45;78;5;10;7;12;7;12;12;7;19,5;20,3;58;74;28,2;5,8;8,8;-7;-6,5;-5;14;14;14;14;151;141;3,8;3,89;13,81;11,3;3;"masculino";3;12
"3175";34,5;1,472;73,8;4;11;7;13;7;12;14;7;20;21,2;58;73;25,5;5,6;8,4;0,5;1,5;3;16;18;16;16;160;172;4,11;4,15;11,43;11,27;2,5;"femenino";2;12
"3176";40;1,53;78;3,5;6,5;5,5;8;5,5;6;8;6;21,2;23,1;61;73;29,5;6,4;9,3;-14,5;-6,5;-6;20;18;20;20;169;177;4,35;4,53;11,94;12,28;4;"masculino";2;13
"3177";52,7;1,723;85;12;12;8;12;8;12;18;11;22,5;23;62;86,5;33;6,4;9,2;-20;-20;-20;22;22;21;20;97;113;5,34;5,18;15,19;14,07;1;"femenino";2;14
"3178";54;1,593;81;12;18;19;31;23;22;16;13;24,5;24,7;69,7;86,7;32,5;5,9;9;8,5;8;9;16;18;18;20;136;145;4,58;4,47;13,19;14,84;4,5;"femenino";5;14
"3179";54,4;1,64;84,8;6;15;10;18;14;15;19;12;26,3;25,3;67,5;92,5;32,5;6;8,5;7,5;11,5;9,5;24;23;22;19;105;128;5,53;5,43;17,5;16,19;1,5;"femenino";4;14
"3180";49,3;1,534;78;9;13;12;19;12;16;23;16;24;25;68;87;31,7;6,1;8,4;13,5;13,5;14;24;28;20;26;193;183;3,51;3,59;11,75;11,78;4;"femenino";3;13
"3181";53,1;1,526;80,1;12;19;11;19;13;18;27;20;27;27;67;93;34;5,9;8,5;15;16,5;16,5;22;26;22;22;158;168;4,18;3,93;11,53;11,25;4,5;"femenino";5;14
"3182";47,3;1,585;82,5;6;14;11;19;7;10;16;12;22,6;23,2;64,5;84;30,4;5,8;8,3;10;10;11;20;20;19;20;134;149;4,56;4,55;12,73;12,65;2,5;"femenino";4;13
"3183";62,9;1,817;86,5;13;24;18;25;23;26;27;21,5;28;27,5;74;101;35,4;5,9;9,1;0,5;1;5,5;14;20;16;20;116;124;4,87;5,2;14,18;13,3;2;"femenino";3;13
"3184";41,5;1,598;88,5;4;10;8;12;6;13;10;11,5;20,7;22;56;81;29,5;5,8;8,3;19;20;22;20;18;18;20;130;134;4,45;4,53;12,5;11,77;2,5;"femenino";5;14
"3185";59,5;1,634;87;10;26;20;30;22;31;31;24,5;27,7;26,4;69,7;94,9;34,2;6,1;9,2;-4;-6;-5;24;24;23;22;130;118;4,33;4,5;12,28;12,44;2,5;"femenino";3;14
"3186";55;1,542;79,3;10;21;20;29;22;28;32;21,5;26,7;25;68,9;90,5;33,5;5,5;9,2;13;13;15;21;23;21;22;133;142;4,18;4,05;12,78;12,75;3;"femenino";4;14
"3187";52,7;1,527;83,2;6;18;19;31;17;28;21;14,5;26;27;70,6;94;32;5,5;8,2;9;8;11;21;16;19;18;124;149;4,21;4,53;11,82;12,32;6,5;"femenino";4;13
"3188";53,1;1,581;85,4;6;14;9;14;11;14;21;16;25;26;63;91,8;33;6,4;9,2;11;11;12;27;24;27;24;143;151;3,84;3,85;11,84;11,97;3;"femenino";4;13
"3189";51,3;1,616;82,5;11;17;14;20;16;30;20;13;24,9;25,1;66,5;87,9;31,5;6;9;1;-1;1;24;22;20;20;118;137;4,1;4,25;11,84;11,62;4;"femenino";2;13
"3190";45,9;1,549;82;5;14;8;15;9;15;20;10,5;21,9;23;60,5;87,5;32;5,9;8,8;14;16;16;22;20;20;19;164;168;4,13;4,99;11,53;11,47;3,5;"femenino";4;14
"3191";54,3;1,56;82,3;8;17;12;20;12;18;21;16,5;26,2;26,5;66,4;90;34,3;6;9;15;15;15;24;22;26;26;168;160;3,86;3,58;12,58;11,28;4;"femenino";4;13
"3192";59,6;1,634;87;6;18;15;22;15;17;17;13,5;25,5;25;70;95;34;6,2;8,9;3;5;8;18;20;24;20;138;129;4,61;4,28;12,18;12,31;2;"femenino";3;14
"3193";49;1,579;84,5;3;6;7;9;7;8;6;5;23,5;26;71;83,2;32;6,8;9,3;5,5;8;8;29;22;28;23;152;182;3,81;3,74;11,51;11,34;6;"masculino";3;14
"3194";50,9;1,621;83,7;6;18;12;20;11;14;22;12;25,3;24,9;70,2;87,7;31,7;6,1;8,6;13;13;15;20;21;21;20;138;134;4,3;4,21;12,17;12,14;3;"femenino";3;13
"3195";55,7;1,685;88;13;20;12;23;16;20,5;19,5;18;26;26;67;92,3;32,9;6,4;8,7;-2;3;3;18;21;20;21;150;163;4,91;4,25;11,97;11,53;5;"femenino";4;13
"3196";55,8;1,585;83,2;14;23;14;26;21;28;33;21;27,4;26,7;72,4;93,6;33,6;6,3;8,6;1;3;4;20;21;20;22;154;162;4,1;3,92;11,62;11,72;3;"femenino";4;14
"3197";44,8;1,579;81,4;7;17;10;19;13;17;21;14;23,6;24;63;84;30,5;5,7;8;-5;1;3;20;19;18;16;146;152;4,97;4,24;12,25;12,41;4;"femenino";4;14
"3198";50,5;1,512;84,2;8,5;20;13;21;13;23;19,5;19;25,7;25,6;65,7;89,5;33;6;9;10;11;12;19;19;18;16;173;157;3,88;3,84;11,43;11,28;5;"femenino";3;14
"3199";59,8;1,669;89;5;10;10;18;10;12;15;10;26,2;28;73,5;89,5;34;6,6;9,2;3,5;3,5;4,5;24;26;30;24;175;191;3,75;3,39;10,94;10,5;5,5;"masculino";3;15
"3200";53,5;1,714;85,2;3,5;9;8,5;14;8;12;14,5;8;23,7;24,7;68,5;83;32,4;6,8;9,8;-2;1;1;30;28;28;23;176;173;3,54;3,3;11,96;11,35;6;"masculino";3;14
"3201";50,6;1,605;84,2;9;15;11;16;10;15;29;14;24,3;25;62,7;90;32;5,7;8,5;2;4,5;2;24;20;19;14;179;171;4,94;4,13;11,94;11,63;2,5;"femenino";5;15
"3202";70,5;1,722;87,3;15;20;19;25;19;20;34;23;30,6;28;78;97,5;35;5,6;8,4;-3;-2,5;5;12;12;12;12;148;153;4,16;4,19;13,41;12,78;1,5;"femenino";4;14
"3203";46;1,498;78,3;9;17;19;22;12;21;21;11;24,7;24,2;64;86;31,2;5,5;8,1;1,5;4,5;5,5;20;22;22;22;156;157;4,99;4,33;16,12;13,4;3;"femenino";3;15
"3204";33,7;1,396;70,5;10;18;17;23;14;20;26;14;21;21;58,5;73,5;28,5;5,4;8,1;4;3;4,5;12;14;10;9;103;110;4,71;4,46;14,94;14,18;2;"femenino";3;12
"3205";55,7;1,6;84;10;19;16;21;15;20;29;20;26,2;25,5;69;93,5;34,5;6,2;9,3;-6;-6,5;-7,5;18;18;20;17;124;137;4,47;4,41;13,59;12,91;2,5;"femenino";2;12
"3206";56,8;1,518;79;15;30,5;23;39;19;30;25;26;28;28;74,5;94,5;33;5,7;8,6;0,5;5,5;6;16;16;16;18;134;126;4,7;5,14;12,82;14,81;2;"femenino";3;14
"3207";34,8;1,444;75;8;14;10;18;12;19;16;12;21,5;22;59;74,3;26,7;5,4;7,6;4;6;6;18;18;16;18;110;118;4,71;4,66;13,88;13,32;2;"femenino";3;14
"3208";50,3;1,512;82;7;16;16;25;16;26;21;10,5;25;25;67;90,5;34,5;6,3;9,2;8;9;9;28;24;24;20;112;118;4,34;4,23;13,78;12,73;3;"femenino";3;14
"3209";21,6;1,185;59,5;4;9;6;11;6;12;16;9;17,3;18;53,6;63;22,6;4,4;6,6;4;3;4;4;4;4;4;107;105;5,9;6,07;18,25;19,5;2;"femenino";2;8
"3210";34,6;1,391;71,2;5;17;10;18;8;14;18;13;22,4;22,4;58,1;76,2;28;5,4;7,6;8;8;9;10;12;14;10;100;102;4,72;4,78;17,94;17,31;2,5;"femenino";2;10
"3211";44;1,519;77,1;10;20;11;22;16;20;30;15;24;25;64;77,9;31,2;5,8;8,6;3;2;5;22;20;22;18;132;149;4,4;4,5;12,88;13,03;4,5;"masculino";2;13
"3212";60,5;1,58;81,5;7;13;18;32;19;30;27;19;26,2;25,2;72;98,7;24,7;5,7;9,7;3;7;7;16;18;14;14;97;103;6,4;5,38;15,81;16,38;2;"femenino";1;13
"3213";43,2;1,415;71;10;19;12;31;15;27;19;16;24,5;25,2;67,1;83,8;30,9;5,8;8,8;-8;-8;-8;16;20;16;16;131;126;4,5;4,36;13,5;13,47;3,5;"masculino";2;13
"3214";45,7;1,579;79,3;7;15;15;20;17;18;18;12;21,1;23;64,5;84,4;31;5,7;8,5;10;12;14;20;18;18;18;144;154;4,72;4,6;13,78;13,13;4;"femenino";1;13
"3215";43,3;1,505;78,1;10;15;10;22;15;21;23;16;22,8;24;61;81,7;29,1;5,5;8;1;1;2;18;16;16;16;122;138;4,41;4,75;13,5;12,56;5;"femenino";2;13
"3216";37,4;1,48;78,2;6;10;8;11;6;8;15;9;22,4;22,8;56,4;79,6;28,8;5,7;8,1;9;9;12;20;12;16;18;113;134;4,57;4,38;15,53;15,34;3;"femenino";2;13
"3217";25,5;1,242;65,6;6;10;6;10;7;12;16;10;18,2;19,7;53,8;63,2;24;5,3;7,8;4;3;2;8;6;10;8;122;108;5,5;5,56;20,31;16,34;2;"masculino";2;8
"3218";26,8;1,301;62,8;3;7;5;8;4;8;9;5;18,6;19,6;52,2;63,6;24,7;5,4;7,7;-3;-3;1;10;10;12;14;137;140;4,53;4,78;14,41;14,44;2,5;"masculino";2;8
"3219";25,8;1,381;66,7;3;6;4;4,5;3,5;5;9;7;18;18,6;54;62,2;24,5;5,1;7,5;6;8;8;14;14;16;14;109;123;7,66;5,03;15,31;12,53;3,5;"masculino";2;7
"3220";25;1,278;63,5;5;8,5;5;7;5;8;15;10;17,6;19,6;55;62,5;22,8;5,5;7,8;-4;-3;-2;8;12;10;10;115;125;5,13;5,03;15,25;15;3;"masculino";1;8
"3221";23,5;1,242;65,9;3;6;5;5;3;5;13;6;18;18,9;54,7;62,7;23,3;5,2;7,7;11;11;13;10;6;10;6;85;154;4,75;4,69;14,97;17,15;1,5;"masculino";1;8
"3222";35,5;1,476;75,1;5;13;9;17;7;13;16;7;20;20,4;57;74,7;27,7;5,6;7,9;11;8,5;10,5;16;12;12;12;159;165;4,07;4,06;12,75;12,28;5;"femenino";2;13
"3223";42,5;1,484;75,1;9;19;19;13;8;17;24;16;23,2;24,2;58,4;80,5;31,8;6;8,6;3,5;5,5;5,5;20;22;18;20;161;153;4,25;4,44;12,31;12,56;4,5;"femenino";2;12
"3224";49,5;1,529;78,7;6;13;12;26;18;21;16;10;24,8;25,2;71,1;85,4;33,4;6,2;8,7;7,5;7;7,5;28;24;24;24;136;143;4,91;4,56;17,05;13,43;2;"femenino";2;13
"3225";58,8;1,638;87,3;10;22;24;34;23;28;29;23;26,1;26;70,1;97;32,3;5,8;9,3;10;12,5;15,5;20;22;20;22;137;138;4,85;5,09;17,07;14,81;4;"femenino";1;14
"3226";40,6;1,59;78,2;8;13;10;17;12;19;19;16;21,6;22,7;59,8;80,5;36;5,5;8;6,5;8;7,5;18;18;18;18;132;130;4,78;4,97;13,46;13,31;2,5;"femenino";2;14
"3227";54,5;1,593;85,1;13;20;17;23;19;27;26;16;25,4;25,6;64,8;91,2;33;5,7;8,4;-8;-4;1;22;20;22;18;156;153;4,65;4,75;17,37;15,09;2;"femenino";1;14
"3228";26,9;1,32;67,5;4;9;6;8;5;6;16;8;18,2;19,4;53,6;66,2;25,4;5;7,1;8;9,5;9;8;8;10;8;128;128;5;4,91;14,25;14,78;3;"femenino";1;9
"3229";37,3;1,41;72;6;13;11;18;15;14;19;12;21,1;22,2;60,7;76,4;28,9;5,8;8,1;3;2,5;6;16;18;18;18;110;129;4,78;5;15,44;13,31;4,5;"femenino";1;12
"3230";26,6;1,34;69,2;5;14;10;11;9;16;16;9;18,2;18,5;55,5;65,2;21,3;5,1;7,3;7;9;11;8;12;8;8;120;118;5,15;4,91;16,25;15,87;1,5;"femenino";2;10
"3231";30,3;1,35;72,1;6;10;9;14;8;7;7;10;19,5;20,6;55,6;69,2;25,9;5,5;8;11;10;12;8;12;8;8;128;128;5,06;4,6;14,84;15,13;1,5;"femenino";2;10
"3232";38,4;1,41;72,3;9;17;16;22;17;26;25;14;22,1;23,2;60,8;79,1;28,6;5,7;8,2;8,5;9;8;12;10;10;8;105;121;5,5;4,78;15,37;14,06;1,5;"femenino";1;10
"3233";32,6;1,435;72,2;7;16;9;18;9;16;21;11;20,1;20,7;52,8;71,8;27,7;5,6;8;-4,5;1;1;8;6;8;6;93;105;5,03;5,25;16,16;16,13;1,5;"femenino";2;9
"3234";34,4;1,365;71,8;11;18;13;22;16;21;26;20;21,4;21,9;57,1;77,6;29,2;5,1;7,6;9,5;11,5;10,5;8;10;6;8;84;84;5,66;5,94;16;14,84;2,5;"femenino";2;10
"3235";35,7;1,335;69,4;9;17;16;20;10;21;24;15;22,5;23,1;66,8;77,3;29;5,3;8;8;11;8;12;10;8;8;108;114;4,9;4,9;14,1;13,97;2,5;"femenino";1;10
"3236";30,8;1,339;68,4;6;13;9;17;10;12;32;12;20;21,3;52,1;69;27,8;5,3;7,8;1,5;4;3,5;8;12;12;12;112;115;4,5;5,31;19,84;14,06;1,5;"femenino";2;10
"3237";31,8;1,416;71;5;10;7;15;11;8;15;11;18,5;19;58;69,1;26;7,7;8,2;2,5;2;1,5;10;16;12;12;151;161;4,16;3,91;13,81;12,79;2;"masculino";2;10
"3238";33,6;1,388;73,5;5;11;7;11;7;14;18;11;19,4;20,8;57,2;72,2;28,2;5,5;7,4;5,5;8,5;10;8;16;8;16;118;123;5;4,6;14,25;14,16;2;"femenino";1;9
"3239";24,5;1,21;64;7;14;7;12;8;12;22;12;18;19,1;53,8;63,8;25,4;5,2;7,6;4;3,5;3,5;6;4;6;4;96;104;6,19;5,43;20;16;2,5;"femenino";2;7
"3240";28,5;1,28;67,6;10;20;12;16;9;18;20;13;19,8;21,8;57;67,5;24,7;5,1;7,6;7,5;9,5;10,5;10;10;8;8;86;86;6,41;6,56;20;19,29;1,5;"femenino";2;9
"3241";25,2;1,317;65;5;8;7;8;6;12;15;7;16,3;19,3;50,4;65,2;33,6;5,5;7,6;-8;-3;-1;6;8;10;8;134;104;5,22;5,28;20,94;16;1,5;"masculino";2;9
"3242";27,4;1,306;67,2;4;8;8;12;5;7;14;9;17,5;18,3;57,1;64,3;25,8;5,3;7,8;1;-2;5;8;8;8;6;102;119;5,43;5,3;14,5;14,84;2;"femenino";2;8
"3243";24,7;1,305;68,5;4;6;5;5;4;6;10;7;16,2;18;52;61,4;24,8;5,4;8;6;8;8;6;8;4;8;106;114;5,81;4,5;14,29;13,5;2,5;"masculino";2;8
